question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source
Dans quelle ville de Virginie l'abolitionniste John Brown a-t-il mené un raid contre l'arsenal ?,Harper's Ferry,Richmond,Harrisonburg,Martinsburg,Histoire,easy,Open Trivia DB
Comment William Frederick Cody était-il plus connu ?,Buffalo Bill,Billy le Kid,Wild Bill Hickok,Pawnee Bill,Histoire,easy,Open Trivia DB
Quelle est l'unité SI standard de distance ?,Mètre,Angström,Pied,Brasse,Science et nature,easy,Open Trivia DB
"La Cité du Vatican, le plus petit pays du monde, est entièrement entourée par quel pays ?",Italie,France,Espagne,Allemagne,Géographie,easy,Open Trivia DB
Quel est le plus ancien film Disney ?,Blanche-Neige et les Sept Nains,Pinocchio,Dumbo,Fantaisie,Divertissement : Film,easy,Open Trivia DB
"Dans la série Halo, à quelle époque de SPARTAN appartient le Master Chief ?",SPARTAN-II,SPARTAN-I,SPARTAN-III,SPARTAN-IV,Divertissement : Jeux vidéo,easy,Open Trivia DB
Le nom de cette déesse grecque a été choisi pour la planète naine à l'origine des dissensions parmi les astronomes concernant la classification de Pluton.,Éris,Charon,Cérès,Dysnomie,Mythologie,easy,Open Trivia DB
De quoi sont faits les chapeaux Panama ?,Paille,Soie,Chanvre,Lin,Connaissances générales,easy,Open Trivia DB
Quel film contient la réplique : « Dis bonjour à mon petit ami ! » ?,Scarface,Chiens du réservoir,Chaleur,Les Affranchis,Divertissement : Film,easy,Open Trivia DB
D'où vient le « Mac » du nom Fleetwood Mac ?,John McVie,Christine McVie,Mac McAnally,David Tennant,Divertissement : Musique,easy,Open Trivia DB
"Dans Grand Theft Auto V, quel était l'ancien nom de famille de Michael De Santa ?",Townley,De Santos,Watson,Simpson,Divertissement : Jeux vidéo,easy,Open Trivia DB
Laquelle des universités suivantes ne fait pas partie de l'Ivy League ?,Stanford,Université de Pennsylvanie,Harvard,Princeton,Connaissances générales,easy,Open Trivia DB
"En Java, quel mot-clé utiliseriez-vous pour une variable afin d'empêcher toute modification ?",Final,Statique,Privé,Publique,Sciences : Informatique,easy,Open Trivia DB
"Dans le film « V pour Vendetta », quelle est la date que le justicier masqué « V » exhorte les gens à se rappeler ?",5 novembre,6 novembre,4 novembre,5 septembre,Divertissement : Film,easy,Open Trivia DB
"Dans Le Seigneur des Anneaux : Les Deux Tours, où emmènent les hobbits avec leur groupe d'orcs ?",Isengard,Fondcombe,Mordor,Moria,Divertissement : Film,easy,Open Trivia DB
"En anglais, comment s'appelle le caractère « & » ?",Esperluette,Huit-slash,Et signe,Obélis,Connaissances générales,easy,Open Trivia DB
Qui a remporté la Ligue des champions de l'UEFA en 2016 ?,Real Madrid C.F.,FC Bayern Munich,Atlético Madrid,Manchester City F.C.,Sportif,easy,Open Trivia DB
Qui est le chanteur principal des Foo Fighters ?,Dave Grohl,Dave Mustaine,James Hetfield,Le petit Chaperon rouge,Divertissement : Musique,easy,Open Trivia DB
Ce super-héros Marvel est souvent surnommé « L'homme sans peur ».,Daredevil,Thor,Carcajou,Ponton,Divertissement : Bandes dessinées,easy,Open Trivia DB
Laquelle de ces classes n'est PAS une classe de joueur dans Team Fortress 2 ?,Guérisseur,Démoman,Pyro,Espionner,Divertissement : Jeux vidéo,easy,Open Trivia DB
Laquelle des options suivantes n'est PAS une classe dans Donjons et Dragons 5e édition ?,Ingénieur,Combattant,Paladin,Barde,Divertissement : Jeux de société,easy,Open Trivia DB
"Dans « Avatar : Le Dernier Maître de l'Air », quel élément Aang commence-t-il à apprendre après avoir été décongelé ?",Eau,Air,Terre,Feu,Divertissement : Dessins animés et animation,easy,Open Trivia DB
Lequel des candidats suivants a remporté la première saison d'American Idol en 2002 ?,Kelly Clarkson,Justin Guarini,Ruben Studdard,Chris Daughtry,Divertissement : Télévision,easy,Open Trivia DB
Quelle est la longueur d'une adresse IPv6 ?,128 bits,32 bits,64 bits,128 octets,Sciences : Informatique,easy,Open Trivia DB
En quelle année le krach de Wall Street a-t-il eu lieu ?,1929,1932,1930,1925,Histoire,easy,Open Trivia DB
De quelle ville l'ancienne équipe de la LNH « Les Nordiques » était-elle originaire ?,Ville de Québec,Houston,Montréal,New York,Sportif,easy,Open Trivia DB
Lequel des personnages suivants n'apparaît pas dans le jeu vidéo Doki Doki Literature Club ?,Nico,Monika,Natsuki,Sayori,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui a gagné Big Brother 2014 au Royaume-Uni ?,Helen Wood,Christopher Hall,Pauline Bennett,Pavandeep « Pav » Paul,Divertissement : Télévision,easy,Open Trivia DB
Quel élève de Yandere Simulator est connu pour poser des questions irritantes et stupides ?,Midori Gurin,Kokona Hruka,Oka Ruto,Pipi Osu,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans « Future Diary », quel est le nom du journal intime téléphonique de Yuno Gasai ?",Journal de Yukiteru,Journal d'un meurtrier,Journal d'évasion,Journal de la justice,Divertissement : Anime et manga japonais,easy,Open Trivia DB
"Les Khajiits sont une race de créatures félines issues de quelle série épique de jeux de rôle, se déroulant à travers le pays de Tamriel ?",Les Parchemins des Anciens,Le Seigneur des Anneaux,Le Sorceleur,Les Nuits de Neverwinter,Divertissement : Jeux vidéo,easy,Open Trivia DB
Les Alpes sont une chaîne de montagnes située sur quel continent ?,Europe,Amérique du Nord,Asie,Afrique,Géographie,easy,Open Trivia DB
"Lequel de ces personnages n'est PAS un personnage jouable principal dans ""Grand Theft Auto V"" ?",Lamar,Trevor,Michel,Franklin,Divertissement : Jeux vidéo,easy,Open Trivia DB
En quelle année le Ghana a-t-il accédé à l'indépendance ?,1957,1947,1960,1958,Connaissances générales,easy,Open Trivia DB
"Dans « Inuyasha », que cherchent à collectionner les héros ?",Éclats de joyaux,Dragon Balls,Pierres Rave,Pierres sacrées,Divertissement : Anime et manga japonais,easy,Open Trivia DB
"Quel était le titre du premier film de James Bond, sorti en 1962 ?",Docteur Non,De Russie avec amour,Goldfinger,Opération Tonnerre,Divertissement : Film,easy,Open Trivia DB
"Quel est le nom du stand de Funny Valentine dans Jojo's Bizarre Adventure Partie 7, Steel Ball Run ?",Sale boulot à bas prix,Des actes immondes commis pour un prix raisonnable,Guerre civile,Que Dieu bénisse les États-Unis,Divertissement : Anime et manga japonais,easy,Open Trivia DB
"Dans la série télévisée originale Star Trek, quel était le deuxième prénom du capitaine James T. Kirk ?",Tibère,Trevor,Travis,Tyrone,Divertissement : Télévision,easy,Open Trivia DB
Quel animal participe à la plus célèbre expérience de pensée de Schrödinger ?,Chat,Chien,Batte,Papillon,Science et nature,easy,Open Trivia DB
"Dans Half-Life, quel est le nom de l'extraterrestre qui s'accroche aux têtes ?",Headcrab,Calmar,Vortigaunt,Facehugger,Connaissances générales,easy,Open Trivia DB
Quel fut le tout premier acteur à incarner le Docteur dans « Doctor Who » ?,William Hartnell,David Tennant,Peter Capaldi,Tom Baker,Divertissement : Télévision,easy,Open Trivia DB
"Dans la série « Dragon Ball Z », quel est le nom de l'attaque la plus puissante de Cell ?",Kamehameha solaire,Super Kamehameha,Cellule Kamehameha,Kamehameha Android,Divertissement : Télévision,easy,Open Trivia DB
Lequel des sports suivants ne fait pas partie du triathlon ?,Équitation,Vélo,Natation,En cours d'exécution,Sportif,easy,Open Trivia DB
L'effondrement de l'Union soviétique a eu lieu en quelle année ?,1991,1992,1891,1990,Histoire,easy,Open Trivia DB
Quel est le nom de l'entreprise dans Lethal Company ?,L'entreprise,Planet Scrap Co.,Robotique mortelle,Compagnie maritime Gordian,Connaissances générales,easy,Open Trivia DB
Qui est l'acolyte de Sonic ?,Queues,Ombre,Amy,articulations,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans le film « Balto » de 1995, qui sont les complices de Steele ?","Kaltag, Nikki et Star","Dusty, Kirby et Ralph","Nuk, Yak et Sumac","Jenna, Sylvie et Dixie",Divertissement : Film,easy,Open Trivia DB
En quelle année est sorti « Antichamber » ?,2013,2012,2014,2011,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel joueur détient le record de la LNH avec 2 857 points ?,Wayne Gretzky,Mario Lemieux,Sidney Crosby,Gordie Howe,Sportif,easy,Open Trivia DB
Quel personnage Disney chante la chanson « Un rêve est un souhait que ton cœur fait » ?,Cendrillon,Belle,Blanc comme neige,Pocahontas,Divertissement : Musique,easy,Open Trivia DB
Quelle entreprise a développé le jeu gratuit de type battle royale Fortnite ?,Epic Games,Soupape,Ubisoft,Square Enix,Divertissement : Jeux vidéo,easy,Open Trivia DB
Laquelle des options suivantes n'est PAS une invocation dans le jeu « South Park : Le Bâton de la Vérité » ?,Serviette,Jésus,Monsieur Hankey,Monsieur Esclave,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel moteur de jeu vidéo utilise Quake 2 ?,iD Tech 2,iD Tech 3,iD Tech 1,Unreal Engine,Divertissement : Jeux vidéo,easy,Open Trivia DB
Combien de lettres compte l'alphabet anglais ?,26,30,17,5,Connaissances générales,easy,Open Trivia DB
Quel streamer Twitch est le chanteur de Red Vox ?,Sauce au vin,Le batteur 8 bits,PAROLES,Sodapoppin,Divertissement : Musique,easy,Open Trivia DB
Lequel des éléments suivants est à l'origine un manga ?,Akira,Cowboy Bebop,Lycée DxD,Gurren Lagann,Divertissement : Anime et manga japonais,easy,Open Trivia DB
Lequel de ces personnages n'est PAS un personnage jouable dans le jeu vidéo Overwatch de 2016 ?,Invocateur,Miséricorde,Winston,Zenyatta,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle entreprise a créé et développé le jeu « Overwatch » ?,Blizzard Entertainment,Soupape,Studios haute résolution,Logiciel Gearbox,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle est la première arme que vous obtenez dans Half-Life ?,Un pied de biche,Un pistolet,Le costume H.E.V.,Vos poings,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui est capable d'attraper les survivants avec sa langue dans Left 4 Dead ?,Fumeur,Jockey,Chasseur,Boomer,Divertissement : Jeux vidéo,easy,Open Trivia DB
Laquelle de ces phrases n'est PAS une réplique culte utilisée par Rick Sanchez dans la série télévisée « Rick et Morty » ?,"Slam dunk, panier parfait !","Au lit, Jack !","Rikki-Tikki-Tavi, salope !",Wubba-lubba-dub-dub !,Divertissement : Dessins animés et animation,easy,Open Trivia DB
Qui est le personnage principal de la série « Burn Notice » ?,Michael Westen,Sam Axe,Fiona Glenanne,Madeline Westen,Divertissement : Télévision,easy,Open Trivia DB
En quelle année est sorti le premier épisode officiel de Youtube Rewind ?,2010,2012,2011,2013,Divertissement : Film,easy,Open Trivia DB
"Quel était le nom du premier satellite artificiel terrestre, lancé par l'Union soviétique en 1957 ?",Spoutnik 1,Soyouz 7K-OK,Zenit-2,Voskhod 3KV,Science et nature,easy,Open Trivia DB
Quelle est la capitale de la Corée du Sud ?,Séoul,Pyongyang,Taegu,Kitakyūshū,Géographie,easy,Open Trivia DB
Le langage de programmation « Swift » a été créé pour remplacer quel autre langage de programmation ?,Objectif-C,C#,Rubis,C++,Sciences : Informatique,easy,Open Trivia DB
Lequel des pays suivants n'était pas une puissance de l'Axe pendant la Seconde Guerre mondiale ?,Union soviétique,Italie,Allemagne,Japon,Histoire,easy,Open Trivia DB
Quel chanteur figurait sur le titre « Where Are Ü Now » de Jack Ü (Skrillex & Diplo) sorti en 2015 ?,Justin Bieber,Selena Gomez,Ellie Goulding,The Weeknd,Divertissement : Musique,easy,Open Trivia DB
Quelle région d'Europe de l'Est est célèbre pour son association avec les vampires ?,Transylvanie,Silésie,Macédoine,Slovaquie,Géographie,easy,Open Trivia DB
En quelle année le jeu « Fallout » est-il sorti ?,1997,1998,1999,1996,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel type de Pokémon est Dracaufeu ?,Feu/Vol,Feu,Dragon,Feu/Dragon,Divertissement : Jeux vidéo,easy,Open Trivia DB
Combien de pattes ont les papillons ?,6,2,4,0,Animaux,easy,Open Trivia DB
Qui a découvert la pénicilline ?,Alexandre Flemming,Marie Curie,Alfred Nobel,Louis Pasteur,Histoire,easy,Open Trivia DB
Quel point faible d'Achille fut exploité par le prince troyen Pâris ?,Talon,Cou,Dos,Veau,Mythologie,easy,Open Trivia DB
"Dans Animal Crossing, qui est le gérant du magasin de la ville ?",Tom Nook,M. Resetti,Gracie,K.K. Slider,Divertissement : Jeux vidéo,easy,Open Trivia DB
Comment s'appelle l'« outil » utilisé pour frapper la boule blanche au snooker ou au billard ?,Signal,Raquette,Batte,Maillet,Sportif,easy,Open Trivia DB
Qui a écrit le roman pour jeunes adultes « Nos étoiles contraires » ?,John Green,Stephenie Meyer,Suzanne Collins,Stephen Chbosky,Divertissement : Livres,easy,Open Trivia DB
Dans quel océan se trouve l'île de La Réunion ?,Océan Indien,océan Atlantique,Océan Pacifique Sud,Océan Pacifique Nord,Géographie,easy,Open Trivia DB
Quel groupe a sorti son premier album « A Fever You Can't Sweat Out » en 2006 ?,Panique à Disco,Twenty One Pilots,My Chemical Romance,Garçon radio-actif,Divertissement : Musique,easy,Open Trivia DB
Combien de membres compte le groupe Nirvana ?,Trois,Deux,Quatre,Cinq,Divertissement : Musique,easy,Open Trivia DB
"Quel mode de jeu n'était pas présent dans le ""Wii Sports"" original ?",Tennis de table,Boxe,Base-ball,Bowling,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans Slay the Spire, lequel des personnages suivants n'est PAS un personnage jouable ?",Cœur de pierre,Silencieux,Défaut,Cuirassé,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qu'est-ce que le « dab » ?,Une danse,Une procédure médicale,Un sport,Une langue,Connaissances générales,easy,Open Trivia DB
"Qui, dans cette liste, est l'un des cofondateurs de Valve ?",Gabe Newell,Robin Walker,Marc Laidlaw,Ray Ueno,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans Game of Thrones, quel est le vrai nom de Littlefinger ?",Petyr Baelish,Podrick Payne,Lancel Lannister,Torrhen Karstark,Divertissement : Télévision,easy,Open Trivia DB
"Ce commentateur sportif canadien est connu pour son rôle dans « Hockey Night in Canada », une émission de commentaires diffusée pendant les matchs de hockey.",Don Cherry,Don McKellar,Don Taylor,Donald Sutherland,Sportif,easy,Open Trivia DB
"L'ancien président des États-Unis, Bill Clinton, a joué de quel instrument ?",Saxophone,cor baryton,Piano,Violon,Politique,easy,Open Trivia DB
Quel est le nom de la voiture électrique la plus populaire de Nissan ?,Feuille,Arbre,Cerf,Racines,Véhicules,easy,Open Trivia DB
Quel était le premier jeu de la série « Battlefield » ?,Champ de bataille 1942,Champ de bataille du Vietnam,Battlefield 2,Battlefield 1,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le nom de la boisson alcoolisée à base de pommes de terre ou de céréales originaire de Pologne et de Russie ?,Vodka,Absinthe,Rhum,Saké,Connaissances générales,easy,Open Trivia DB
Dans quel État américain le Prince de Bel-Air est-il né et a-t-il grandi ?,Pennsylvanie,Floride,Californie,New Jersey,Divertissement : Télévision,easy,Open Trivia DB
Qui est le comédien de doublage de Thrall dans la série de jeux Warcraft ?,Chris Metzen,Ben Affleck,Jason Derulo,Jim Carrey,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Quel est le nom du personnage principal de ""Life is Strange"" ?",Maxine Caulfield,Victoria Chase,Stella Hill,Chloé Price,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans le jeu Sonic Forces, lequel des éléments suivants ne provenait pas d'un jeu précédent ?",Infini,Metal Sonic,Zavoc,Chaos,Divertissement : Jeux vidéo,easy,Open Trivia DB
Combien de chromosomes y a-t-il dans les cellules de votre corps ?,23,21,22,24,Science et nature,easy,Open Trivia DB
Le jeu de société Monopoly tire ses noms de rues de quelle ville américaine réelle ?,"Atlantic City, New Jersey","Las Vegas, Nevada","Duluth, Minnesota","Charleston, Caroline du Sud",Divertissement : Jeux de société,easy,Open Trivia DB
Qui a créé la série Cartoon Network « Adventure Time » ?,Quartier de Pendleton,J. G. Quintel,Ben Bocquelet,Rebecca Sugar,Divertissement : Dessins animés et animation,easy,Open Trivia DB
"Dans le film « Blade Runner », quel est le terme utilisé pour désigner les androïdes à l'apparence humaine ?",Réplicants,Cylons,synthétiques,chirurgie esthétique,Divertissement : Film,easy,Open Trivia DB
Comment les marins appellent-ils le côté droit d'un bateau ?,Tribord,Port,Arrière,Arc,Connaissances générales,easy,Open Trivia DB
Dans quel pays la Statue de la Liberté a-t-elle été construite avant d'être exportée vers les États-Unis d'Amérique ?,France,Allemagne,Espagne,Angleterre,Histoire,easy,Open Trivia DB
Quel élément a pour symbole chimique Kr ?,Krypton,Kérosène,Kineticium,Curium,Connaissances générales,easy,Open Trivia DB
Quelle est la principale substance addictive présente dans le tabac ?,Nicotine,Cathinone,Éphédrine,Glaucine,Science et nature,easy,Open Trivia DB
Lequel de ces noms n'est PAS celui d'un gang rival dans le jeu vidéo Saint's Row 2 ?,L'Empire Zin,La Fraternité,Le Ronin,Les fils de Samedi,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui a sculpté la statue de David ?,Michel-Ange,Gian Lorenzo Bernini,Auguste Rodin,Donatello,Art,easy,Open Trivia DB
"De quoi Sans et Papyrus tirent-ils leurs noms dans ""Undertale"" ?",Polices de caractères,Plantes,Entreprises,papier à écrire ancien,Divertissement : Jeux vidéo,easy,Open Trivia DB
Le personnage principal de six ans de Calvin et Hobbes tire son nom de quel théologien ?,Jean Calvin,Calvin Klein,Calvin Coolidge,Philippe Calvin McGraw,Divertissement : Bandes dessinées,easy,Open Trivia DB
"Qui a réalisé les films « Pulp Fiction », « Reservoir Dogs » et « Django Unchained » ?",Quentin Tarantino,Martin Scorsese,Steven Spielberg,James Cameron,Divertissement : Film,easy,Open Trivia DB
Combien de têtes possède Cerbère ?,3,2,1,5,Mythologie,easy,Open Trivia DB
Combien de planètes composent notre système solaire ?,8,7,9,6,Science et nature,easy,Open Trivia DB
Quel est le nom du chat qui parle dans Persona 5 ?,Morgane,Teddie,Marie,Ryuji,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel était le nom de la sorcière des mers dans le film Disney de 1989 « La Petite Sirène » ?,Ursula,Madame Mim,Malfaisant,Dame Tremaine,Divertissement : Dessins animés et animation,easy,Open Trivia DB
De quelle planète vient Superman ?,Krypton,Avalon,Xolnar,Starhaven,Divertissement : Bandes dessinées,easy,Open Trivia DB
Quel type de comportement illégal a été adopté par un criminel qui a « falsifié ses comptes » ?,Fraude comptable,Blanchiment d'argent,Extorsion,Chantage,Connaissances générales,easy,Open Trivia DB
Quel est le plat préféré d'Everest dans la série Nickelodeon/Nick Jr. « PAW Patrol » ?,Foie,Poulet,Steak,Caribou,Divertissement : Dessins animés et animation,easy,Open Trivia DB
"Lequel de ces jeux contient la phrase « Ne passez pas par la case Départ, vous ne toucherez pas 200 $ » ?",Monopole,Jour de paie,Cluedo,Coppit,Divertissement : Jeux de société,easy,Open Trivia DB
"Sur un plateau de Monopoly standard, quelle case est en diagonale opposée à la case « Départ » ?",Parking gratuit,Aller en prison,Prison,La compagnie d'électricité,Divertissement : Jeux de société,easy,Open Trivia DB
Combien de furlongs y a-t-il dans un mile ?,Huit,Deux,Quatre,Six,Connaissances générales,easy,Open Trivia DB
Le roi Henri VIII était le deuxième monarque de quelle maison royale européenne ?,Tudor,York,Stuart,Lancaster,Histoire,easy,Open Trivia DB
"Dans le jeu Nuclear Throne, quel personnage n'est utilisable que lors d'une partie avec Melting ?",Squelette,Grenouille,Horreur,Usine,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le nom de la couche 7 du modèle OSI ?,Application,Session,Réseau,Présent,Sciences : Informatique,easy,Open Trivia DB
"Dans le jeu vidéo Team Fortress 2, lequel de ces éléments n'est PAS une arme principale ?",Medigun,Fusil à dispersion,lance-grenades,lance-roquettes,Divertissement : Jeux vidéo,easy,Open Trivia DB
Combien de points LeBron James a-t-il marqués lors de son premier match en NBA ?,25,19,69,41,Sportif,easy,Open Trivia DB
"De quelle espèce animale était Harambe, l'animal abattu après qu'un enfant soit tombé dans son enclos au zoo de Cincinnati ?",Gorille,Tigre,Panda,Crocodile,Connaissances générales,easy,Open Trivia DB
Le langage de programmation C a été créé par cet informaticien américain.,Dennis Ritchie,Tim Berners Lee,al-Khwārizmī,Willis Ware,Sciences : Informatique,easy,Open Trivia DB
Qui est le créateur du projet Touhou ?,Zun,Juin,Frontière du Crépuscule,Tasofro,Divertissement : Jeux vidéo,easy,Open Trivia DB
Laquelle des affirmations suivantes concernant la vie de Tirésias est fausse ?,J'ai navigué avec les Argonautes à la recherche de la Toison d'or,"Athéna le transforma en femme, puis, des années plus tard, en homme.",Héra le rendit aveugle après qu'il eut donné raison à Zeus lors d'une dispute.,Elle révéla à Œdipe qu'il avait épousé sa propre mère.,Mythologie,easy,Open Trivia DB
Le Groenland fait partie de quel royaume ?,Danemark,Suède,Norvège,Royaume-Uni,Géographie,easy,Open Trivia DB
Quel genre de musique jouait le groupe Type O Negative ?,Métal gothique,Thrash Metal,Hard Rock,Pop rock,Divertissement : Musique,easy,Open Trivia DB
Qui a créé la plateforme de distribution numérique Steam ?,Soupape,Jeux Pixeltail,Ubisoft,Arts électroniques,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Qui est le personnage principal du film de 1985, Retour vers le futur ?",Marty McFly,Emmett « Doc » Brown,Biff Tannen,George McFly,Divertissement : Film,easy,Open Trivia DB
Combien d'États américains commencent par la lettre K ?,Deux,Un,Aucun,Trois,Géographie,easy,Open Trivia DB
"Qui est l'auteur de la série de livres « Le Trône de Fer », en commençant par « Le Jeu des Trônes » ?",George R. R. Martin,Brandon Sanderson,J.R.R. Tolkien,Steven Erikson,Divertissement : Livres,easy,Open Trivia DB
"Dans la série « Tengen Toppa Gurren Lagann », quel est le nom du personnage qui oblige tout le monde à vivre sous terre ?",Lordgenome,Kingloname,Seigneur Génome,Roi Loname,Divertissement : Télévision,easy,Open Trivia DB
La maladie d'Alzheimer affecte principalement quelle partie du corps humain ?,Cerveau,Poumons,Peau,Cœur,Science et nature,easy,Open Trivia DB
De quelle couleur est la femelle du merle noir ?,Brun,Noir,Blanc,Jaune,Animaux,easy,Open Trivia DB
Qui a incarné l'agent Fox Mulder dans la série télévisée de science-fiction « X-Files » ?,David Duchovny,Gillian Anderson,Robert Patrick,Mitch Pileggi,Divertissement : Télévision,easy,Open Trivia DB
"Dans Undertale, quelle est la récompense pour avoir répondu correctement ?",D'autres questions,Voiture neuve,Miséricorde,Argent,Divertissement : Jeux vidéo,easy,Open Trivia DB
Daniel Radcliffe est devenu une star mondiale du cinéma grâce à sa performance dans quelle franchise cinématographique ?,Harry Potter,Ted,Enfants espions,Pirates des Caraïbes,Divertissement : Film,easy,Open Trivia DB
"Quel était le sujet de la chanson « CoCo » du rappeur américain O. T. Genasis, sortie en 2014 ?",Cocaïne,Conan O'Brien,carbonate de cobalt(II),tarte à la crème de noix de coco,Divertissement : Musique,easy,Open Trivia DB
Quel était le nom du sous-marin du capitaine Nemo dans « Vingt mille lieues sous les mers » ?,Le Nautilus,Le Neptune,Le Poséidon,L'Atlantide,Divertissement : Livres,easy,Open Trivia DB
Quel jeu Nintendo 64 ne comportait PAS Luigi ?,Super Mario 64,Mario Party 2,Paper Mario,Super Smash Bros.,Divertissement : Jeux vidéo,easy,Open Trivia DB
Les cellules humaines possèdent généralement combien de copies de chaque gène ?,2,1,4,3,Science et nature,easy,Open Trivia DB
Lequel de ces jeux possède la plus grande carte ?,Just Cause 2,Grand Theft Auto 5,The Elder Scrolls 4 : Oblivion,The Witcher 3 : Wild Hunt,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle est la plus grande espèce de manchot vivante ?,Empereur,Roi,Gentoo,Adèle,Connaissances générales,easy,Open Trivia DB
"Dans l'opéra de Rossini, quel était le nom du « Barbier de Séville » ?",Figaro,Angelo,Fernando,Dave,Divertissement : Musique,easy,Open Trivia DB
"En groupage sanguin, le signe (+) et le signe (-) qui suivent A, B, AB ou O sont appelés facteur Rh. Quelle est la source de sa découverte ?",singes rhésus,Patients atteints de rhumatismes,Les personnes aux cheveux roux,Rhizomes,Connaissances générales,easy,Open Trivia DB
Quelle est la capitale de la Jamaïque ?,Kingston,San Juan,Port-au-Prince,Bridgetown,Géographie,easy,Open Trivia DB
Quelle race de chien est traditionnellement associée aux pompiers ?,Dalmatiens,Berger allemand,danois,Mastiff,Animaux,easy,Open Trivia DB
"Dans la mythologie grecque, qui est le dieu du vin ?",Dionysos,Héphaïstos,Déméter,Apollon,Mythologie,easy,Open Trivia DB
Lequel de ces éléments est un métalloïde ?,Antimoine,Étain,Brome,Rubidium,Science et nature,easy,Open Trivia DB
Le film « 28 Days Later » (2002) se déroule principalement dans quel pays européen ?,Royaume-Uni,France,Italie,Allemagne,Divertissement : Film,easy,Open Trivia DB
"Dans Les Simpson, à quelle guerre Seymour Skinner a-t-il participé dans l'armée américaine en tant que béret vert ?",Guerre du Vietnam,Seconde Guerre mondiale,Première Guerre mondiale,Guerre froide,Divertissement : Dessins animés et animation,easy,Open Trivia DB
"Dans La Bande à Picsou, quel est le nom de la ville où vivent tous les personnages principaux ?",Duckburg,Duckwing,Vrille,Wingford,Divertissement : Télévision,easy,Open Trivia DB
"Pendant la Seconde Guerre mondiale, en 1945, les États-Unis ont largué des bombes atomiques sur les deux villes japonaises d'Hiroshima et de quelle autre ville ?",Nagasaki,Kawasaki,Tokyo,Kagoshima,Histoire,easy,Open Trivia DB
Où sont fabriquées les voitures de la marque « Ferrari » ?,Italie,Roumanie,Allemagne,Russie,Véhicules,easy,Open Trivia DB
Quel est le nom de la Pologne en polonais ?,Pologne,Pupcia,Pologne,Pologne,Connaissances générales,easy,Open Trivia DB
Combien de personnes siègent à la Chambre des représentants des États-Unis ?,435,260,415,50,Politique,easy,Open Trivia DB
Qui est figé par la glace à la fin du film « GoldenEye » ?,Boris Grishenko,James Bond,Natalya Simonova,Alec Travelyan,Divertissement : Film,easy,Open Trivia DB
Le dieu romain antique de la guerre était communément connu sous lequel des noms suivants ?,Mars,Jupiter,Junon,Arès,Mythologie,easy,Open Trivia DB
De quel instrument jouait principalement Ringo Starr des Beatles ?,Batterie,Basse,Guitare,Piano,Divertissement : Musique,easy,Open Trivia DB
Quelle est la deuxième langue maternelle la plus parlée en Espagne en nombre de locuteurs ?,catalan,portugais,Espagnol,Français,Connaissances générales,easy,Open Trivia DB
Quel est le nom d'une franchise populaire qui consiste à placer des blocs et à survivre dans un monde ouvert ?,Minecraft,Non retourné,Roblox,Grand Theft Auto V,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui figurait dans la chanson « Words » de Feint ?,Laura Brehm,Anna Yvette,Danyka Nadeau,Veela,Divertissement : Musique,easy,Open Trivia DB
"Dans Donjons et Dragons (5e édition), quelle caractéristique ajoutez-vous normalement à votre jet de dé d'initiative ?",Dextérité,Vitesse,Force,Sagesse,Divertissement : Jeux de société,easy,Open Trivia DB
"Quel est le thème musical de ""Neon Genesis Evangelion"" ?",La thèse d'un ange cruel,Croisés de Stardust,Requiem pour un rêve,Dieu seul sait,Divertissement : Anime et manga japonais,easy,Open Trivia DB
"En conception web, que signifie CSS ?",Feuille de style en cascade,Counter Strike : Source,Feuille de style corrective,Feuille de style informatique,Sciences : Informatique,easy,Open Trivia DB
Lequel de ces acteurs/actrices ne fait PAS partie du casting du film « Suicide Squad » de 2016 ?,Scarlett Johansson,Jared Leto,Will Smith,Margot Robbie,Divertissement : Film,easy,Open Trivia DB
Quel est l'animal national de l'Inde ?,Tigre,Lion,Cheval,Chameau,Animaux,easy,Open Trivia DB
"Dans Pokémon Rouge et Bleu, quel est le nom de la CS05 ?",Éclair,Force,Couper,Voler,Divertissement : Jeux vidéo,easy,Open Trivia DB
