item_type,prompt,answer,translation,language
sentence,This is practice sentence number ___ 434.,434,Ceci est la phrase d'entraînement numéro 434.,english
sentence,This is practice sentence number ___ 435.,435,Ceci est la phrase d'entraînement numéro 435.,english
sentence,This is practice sentence number ___ 436.,436,Ceci est la phrase d'entraînement numéro 436.,english
sentence,This is practice sentence number ___ 437.,437,Ceci est la phrase d'entraînement numéro 437.,english
sentence,This is practice sentence number ___ 438.,438,Ceci est la phrase d'entraînement numéro 438.,english
sentence,This is practice sentence number ___ 439.,439,Ceci est la phrase d'entraînement numéro 439.,english
sentence,This is practice sentence number ___ 440.,440,Ceci est la phrase d'entraînement numéro 440.,english
sentence,This is practice sentence number ___ 441.,441,Ceci est la phrase d'entraînement numéro 441.,english
sentence,This is practice sentence number ___ 442.,442,Ceci est la phrase d'entraînement numéro 442.,english
sentence,This is practice sentence number ___ 443.,443,Ceci est la phrase d'entraînement numéro 443.,english
sentence,This is practice sentence number ___ 444.,444,Ceci est la phrase d'entraînement numéro 444.,english
sentence,This is practice sentence number ___ 445.,445,Ceci est la phrase d'entraînement numéro 445.,english
sentence,This is practice sentence number ___ 446.,446,Ceci est la phrase d'entraînement numéro 446.,english
sentence,This is practice sentence number ___ 447.,447,Ceci est la phrase d'entraînement numéro 447.,english
sentence,This is practice sentence number ___ 448.,448,Ceci est la phrase d'entraînement numéro 448.,english
sentence,This is practice sentence number ___ 449.,449,Ceci est la phrase d'entraînement numéro 449.,english
sentence,This is practice sentence number ___ 450.,450,Ceci est la phrase d'entraînement numéro 450.,english
sentence,This is practice sentence number ___ 451.,451,Ceci est la phrase d'entraînement numéro 451.,english
sentence,This is practice sentence number ___ 452.,452,Ceci est la phrase d'entraînement numéro 452.,english
sentence,This is practice sentence number ___ 453.,453,Ceci est la phrase d'entraînement numéro 453.,english
sentence,This is practice sentence number ___ 454.,454,Ceci est la phrase d'entraînement numéro 454.,english
sentence,This is practice sentence number ___ 455.,455,Ceci est la phrase d'entraînement numéro 455.,english
sentence,This is practice sentence number ___ 456.,456,Ceci est la phrase d'entraînement numéro 456.,english
sentence,This is practice sentence number ___ 457.,457,Ceci est la phrase d'entraînement numéro 457.,english
sentence,This is practice sentence number ___ 458.,458,Ceci est la phrase d'entraînement numéro 458.,english
sentence,This is practice sentence number ___ 459.,459,Ceci est la phrase d'entraînement numéro 459.,english
sentence,This is practice sentence number ___ 460.,460,Ceci est la phrase d'entraînement numéro 460.,english
sentence,This is practice sentence number ___ 461.,461,Ceci est la phrase d'entraînement numéro 461.,english
sentence,This is practice sentence number ___ 462.,462,Ceci est la phrase d'entraînement numéro 462.,english
sentence,This is practice sentence number ___ 463.,463,Ceci est la phrase d'entraînement numéro 463.,english
sentence,This is practice sentence number ___ 464.,464,Ceci est la phrase d'entraînement numéro 464.,english
sentence,This is practice sentence number ___ 465.,465,Ceci est la phrase d'entraînement numéro 465.,english
sentence,This is practice sentence number ___ 466.,466,Ceci est la phrase d'entraînement numéro 466.,english
sentence,This is practice sentence number ___ 467.,467,Ceci est la phrase d'entraînement numéro 467.,english
sentence,This is practice sentence number ___ 468.,468,Ceci est la phrase d'entraînement numéro 468.,english
sentence,This is practice sentence number ___ 469.,469,Ceci est la phrase d'entraînement numéro 469.,english
sentence,This is practice sentence number ___ 470.,470,Ceci est la phrase d'entraînement numéro 470.,english
sentence,This is practice sentence number ___ 471.,471,Ceci est la phrase d'entraînement numéro 471.,english
sentence,This is practice sentence number ___ 472.,472,Ceci est la phrase d'entraînement numéro 472.,english
sentence,This is practice sentence number ___ 473.,473,Ceci est la phrase d'entraînement numéro 473.,english
sentence,This is practice sentence number ___ 474.,474,Ceci est la phrase d'entraînement numéro 474.,english
sentence,This is practice sentence number ___ 475.,475,Ceci est la phrase d'entraînement numéro 475.,english
sentence,This is practice sentence number ___ 476.,476,Ceci est la phrase d'entraînement numéro 476.,english
sentence,This is practice sentence number ___ 477.,477,Ceci est la phrase d'entraînement numéro 477.,english
sentence,This is practice sentence number ___ 478.,478,Ceci est la phrase d'entraînement numéro 478.,english
sentence,This is practice sentence number ___ 479.,479,Ceci est la phrase d'entraînement numéro 479.,english
sentence,This is practice sentence number ___ 480.,480,Ceci est la phrase d'entraînement numéro 480.,english
sentence,This is practice sentence number ___ 481.,481,Ceci est la phrase d'entraînement numéro 481.,english
sentence,This is practice sentence number ___ 482.,482,Ceci est la phrase d'entraînement numéro 482.,english
sentence,This is practice sentence number ___ 483.,483,Ceci est la phrase d'entraînement numéro 483.,english
sentence,This is practice sentence number ___ 484.,484,Ceci est la phrase d'entraînement numéro 484.,english
sentence,This is practice sentence number ___ 485.,485,Ceci est la phrase d'entraînement numéro 485.,english
sentence,This is practice sentence number ___ 486.,486,Ceci est la phrase d'entraînement numéro 486.,english
sentence,This is practice sentence number ___ 487.,487,Ceci est la phrase d'entraînement numéro 487.,english
sentence,This is practice sentence number ___ 488.,488,Ceci est la phrase d'entraînement numéro 488.,english
sentence,This is practice sentence number ___ 489.,489,Ceci est la phrase d'entraînement numéro 489.,english
sentence,This is practice sentence number ___ 490.,490,Ceci est la phrase d'entraînement numéro 490.,english
sentence,This is practice sentence number ___ 491.,491,Ceci est la phrase d'entraînement numéro 491.,english
sentence,This is practice sentence number ___ 492.,492,Ceci est la phrase d'entraînement numéro 492.,english
sentence,This is practice sentence number ___ 493.,493,Ceci est la phrase d'entraînement numéro 493.,english
sentence,This is practice sentence number ___ 494.,494,Ceci est la phrase d'entraînement numéro 494.,english
sentence,This is practice sentence number ___ 495.,495,Ceci est la phrase d'entraînement numéro 495.,english
sentence,This is practice sentence number ___ 496.,496,Ceci est la phrase d'entraînement numéro 496.,english
sentence,This is practice sentence number ___ 497.,497,Ceci est la phrase d'entraînement numéro 497.,english
sentence,This is practice sentence number ___ 498.,498,Ceci est la phrase d'entraînement numéro 498.,english
sentence,This is practice sentence number ___ 499.,499,Ceci est la phrase d'entraînement numéro 499.,english
sentence,This is practice sentence number ___ 500.,500,Ceci est la phrase d'entraînement numéro 500.,english
word,hola,bonjour,,spanish
word,adiós,au revoir,,spanish
word,por favor,s'il te plaît,,spanish
word,gracias,merci,,spanish
word,sí,oui,,spanish
word,no,non,,spanish
word,quizás,peut-être,,spanish
word,siempre,toujours,,spanish
word,nunca,jamais,,spanish
word,a menudo,souvent,,spanish
word,a veces,parfois,,spanish
word,hoy,aujourd'hui,,spanish
word,mañana,demain,,spanish
word,ayer,hier,,spanish
word,ahora,maintenant,,spanish
word,después,plus tard,,spanish
word,pronto,bientôt,,spanish
word,otra vez,encore,,spanish
word,aquí,ici,,spanish
word,allí,là-bas,,spanish
word,dentro,à l'intérieur,,spanish
word,fuera,dehors,,spanish
word,cerca,près,,spanish
word,lejos,loin,,spanish
word,izquierda,gauche,,spanish
word,derecha,droite,,spanish
word,tarde,après-midi,,spanish
word,noche,nuit,,spanish
word,minuto,minute,,spanish
word,hora,heure,,spanish
word,día,jour,,spanish
word,semana,semaine,,spanish
word,mes,mois,,spanish
word,año,année,,spanish
word,tiempo,temps,,spanish
word,momento,moment,,spanish
word,vida,vie,,spanish
word,mundo,monde,,spanish
word,persona,personne,,spanish
word,gente,gens,,spanish
word,hombre,homme,,spanish
word,mujer,femme,,spanish
word,niño,enfant,,spanish
word,amigo,ami,,spanish
word,familia,famille,,spanish
word,madre,mère,,spanish
word,padre,père,,spanish
word,hermana,sœur,,spanish
word,hermano,frère,,spanish
word,vecino,voisin,,spanish
word,profesor,professeur,,spanish
word,estudiante,étudiant,,spanish
word,médico,médecin,,spanish
word,enfermera,infirmière,,spanish
word,conductor,conducteur,,spanish
word,artista,artiste,,spanish
word,fotógrafo,photographe,,spanish
word,desarrollador,développeur,,spanish
word,casa,maison,,spanish
word,apartamento,appartement,,spanish
word,habitación,chambre,,spanish
word,cocina,cuisine,,spanish
word,baño,salle de bain,,spanish
word,puerta,porte,,spanish
word,ventana,fenêtre,,spanish
word,pared,mur,,spanish
word,suelo,sol,,spanish
word,techo,plafond,,spanish
word,mesa,table,,spanish
word,silla,chaise,,spanish
word,sofá,canapé,,spanish
word,cama,lit,,spanish
word,lámpara,lampe,,spanish
word,estantería,étagère,,spanish
word,espejo,miroir,,spanish
word,llave,clé,,spanish
word,bolsa,sac,,spanish
word,teléfono,téléphone,,spanish
word,ordenador,ordinateur,,spanish
word,pantalla,écran,,spanish
word,teclado,clavier,,spanish
word,ratón,souris,,spanish
word,cámara,appareil photo,,spanish
word,libro,livre,,spanish
word,cuaderno,carnet,,spanish
word,bolígrafo,stylo,,spanish
word,lápiz,crayon,,spanish
word,papel,papier,,spanish
word,carta,lettre,,spanish
word,mensaje,message,,spanish
word,foto,photo,,spanish
word,imagen,image,,spanish
word,color,couleur,,spanish
word,línea,ligne,,spanish
word,forma,forme,,spanish
word,luz,lumière,,spanish
word,sombra,ombre,,spanish
word,textura,texture,,spanish
word,contraste,contraste,,spanish
word,ángulo,angle,,spanish
word,marco,cadre,,spanish
word,enfoque,mise au point,,spanish
word,calle,rue,,spanish
word,carretera,route,,spanish
word,avenida,avenue,,spanish
word,plaza,place,,spanish
word,parque,parc,,spanish
word,jardín,jardin,,spanish
word,puente,pont,,spanish
word,río,rivière,,spanish
word,estación,gare,,spanish
word,tren,train,,spanish
word,autobús,bus,,spanish
word,metro,métro,,spanish
word,coche,voiture,,spanish
word,bicicleta,vélo,,spanish
word,ciudad,ville,,spanish
word,pueblo,village,,spanish
word,país,pays,,spanish
word,playa,plage,,spanish
word,montaña,montagne,,spanish
word,bosque,forêt,,spanish
word,árbol,arbre,,spanish
word,flor,fleur,,spanish
word,hierba,herbe,,spanish
word,cielo,ciel,,spanish
word,nube,nuage,,spanish
word,lluvia,pluie,,spanish
word,nieve,neige,,spanish
word,viento,vent,,spanish
word,sol,soleil,,spanish
word,luna,lune,,spanish
word,estrella,étoile,,spanish
word,mar,mer,,spanish
word,lago,lac,,spanish
word,isla,île,,spanish
word,piedra,pierre,,spanish
word,arena,sable,,spanish
word,agua,eau,,spanish
word,café,café,,spanish
word,té,thé,,spanish
word,leche,lait,,spanish
word,zumo,jus,,spanish
word,pan,pain,,spanish
word,mantequilla,beurre,,spanish
word,queso,fromage,,spanish
word,huevo,œuf,,spanish
word,arroz,riz,,spanish
word,pasta,pâtes,,spanish
word,patata,pomme de terre,,spanish
word,tomate,tomate,,spanish
word,cebolla,oignon,,spanish
word,ajo,ail,,spanish
word,zanahoria,carotte,,spanish
word,manzana,pomme,,spanish
word,plátano,banane,,spanish
word,naranja,orange,,spanish
word,limón,citron,,spanish
word,fresa,fraise,,spanish
word,uva,raisin,,spanish
word,carne,viande,,spanish
word,pescado,poisson,,spanish
word,pollo,poulet,,spanish
word,sopa,soupe,,spanish
word,ensalada,salade,,spanish
word,sal,sel,,spanish
word,pimienta,poivre,,spanish
word,azúcar,sucre,,spanish
word,desayuno,petit déjeuner,,spanish
word,almuerzo,déjeuner,,spanish
word,cena,dîner,,spanish
word,comida,repas,,spanish
word,plato,assiette,,spanish
word,vaso,verre,,spanish
word,tenedor,fourchette,,spanish
word,cuchillo,couteau,,spanish
word,cuchara,cuillère,,spanish
word,ropa,vêtements,,spanish
word,camisa,chemise,,spanish
word,camiseta,t-shirt,,spanish
word,chaqueta,veste,,spanish
word,abrigo,manteau,,spanish
word,pantalón,pantalon,,spanish
word,zapatos,chaussures,,spanish
word,sombrero,chapeau,,spanish
word,reloj,montre,,spanish
word,gafas,lunettes,,spanish
word,cuerpo,corps,,spanish
word,cabeza,tête,,spanish
word,cara,visage,,spanish
word,ojo,œil,,spanish
word,oreja,oreille,,spanish
word,nariz,nez,,spanish
word,boca,bouche,,spanish
word,mano,main,,spanish
word,brazo,bras,,spanish
word,pierna,jambe,,spanish
word,pie,pied,,spanish
word,espalda,dos,,spanish
word,corazón,cœur,,spanish
word,mente,esprit,,spanish
word,voz,voix,,spanish
word,respiración,respiration,,spanish
word,trabajo,travail,,spanish
word,oficina,bureau,,spanish
word,reunión,réunion,,spanish
word,proyecto,projet,,spanish
word,tarea,tâche,,spanish
word,equipo,équipe,,spanish
word,idea,idée,,spanish
word,problema,problème,,spanish
word,solución,solution,,spanish
word,pregunta,question,,spanish
word,respuesta,réponse,,spanish
word,elección,choix,,spanish
word,razón,raison,,spanish
word,ejemplo,exemple,,spanish
word,resultado,résultat,,spanish
word,objetivo,objectif,,spanish
word,plan,plan,,spanish
word,método,méthode,,spanish
word,regla,règle,,spanish
word,error,erreur,,spanish
word,verdad,vérité,,spanish
word,hecho,fait,,spanish
word,prueba,preuve,,spanish
word,duda,doute,,spanish
word,riesgo,risque,,spanish
word,energía,énergie,,spanish
word,estado de ánimo,humeur,,spanish
word,estrés,stress,,spanish
word,miedo,peur,,spanish
word,ira,colère,,spanish
word,alegría,joie,,spanish
word,tristeza,tristesse,,spanish
word,calma,calme,,spanish
word,paz,paix,,spanish
word,silencio,silence,,spanish
word,ruido,bruit,,spanish
word,dolor,douleur,,spanish
word,salud,santé,,spanish
word,sueño,sommeil,,spanish
word,recuerdo,souvenir,,spanish
word,hábito,habitude,,spanish
word,atención,attention,,spanish
word,esfuerzo,effort,,spanish
word,movimiento,mouvement,,spanish
word,ejercicio,exercice,,spanish
word,paseo,promenade,,spanish
word,carrera,course,,spanish
word,escalada,escalade,,spanish
word,juego,jeu,,spanish
word,música,musique,,spanish
word,película,film,,spanish
word,historia,histoire,,spanish
word,poema,poème,,spanish
word,dibujo,dessin,,spanish
word,pintura,peinture,,spanish
word,ciencia,science,,spanish
word,idioma,langue,,spanish
word,cultura,culture,,spanish
word,arte,art,,spanish
word,lógica,logique,,spanish
word,código,code,,spanish
word,datos,données,,spanish
word,archivo,fichier,,spanish
word,carpeta,dossier,,spanish
word,base de datos,base de données,,spanish
word,servidor,serveur,,spanish
word,página,page,,spanish
word,botón,bouton,,spanish
word,formulario,formulaire,,spanish
word,contraseña,mot de passe,,spanish
word,cuenta,compte,,spanish
word,perfil,profil,,spanish
word,ajustes,paramètres,,spanish
word,lista,liste,,spanish
word,grande,grand,,spanish
word,pequeño,petit,,spanish
word,largo,long,,spanish
word,corto,court,,spanish
word,nuevo,nouveau,,spanish
word,viejo,vieux,,spanish
word,joven,jeune,,spanish
word,bueno,bon,,spanish
word,malo,mauvais,,spanish
word,fácil,facile,,spanish
word,difícil,difficile,,spanish
word,simple,simple,,spanish
word,complejo,complexe,,spanish
word,limpio,propre,,spanish
word,sucio,sale,,spanish
word,lleno,plein,,spanish
word,vacío,vide,,spanish
word,abierto,ouvert,,spanish
word,cerrado,fermé,,spanish
word,rápido,rapide,,spanish
word,lento,lent,,spanish
word,caliente,chaud,,spanish
word,frío,froid,,spanish
word,seco,sec,,spanish
word,mojado,mouillé,,spanish
word,suave,doux,,spanish
word,duro,dur,,spanish
word,brillante,lumineux,,spanish
word,oscuro,sombre,,spanish
word,tranquilo,calme,,spanish
word,ruidoso,bruyant,,spanish
word,seguro,sûr,,spanish
word,peligroso,dangereux,,spanish
word,posible,possible,,spanish
word,útil,utile,,spanish
word,listo,prêt,,spanish
word,cansado,fatigué,,spanish
word,hambriento,affamé,,spanish
word,sediento,assoiffé,,spanish
word,feliz,heureux,,spanish
word,triste,triste,,spanish
word,enfadado,en colère,,spanish
word,asustado,effrayé,,spanish
word,curioso,curieux,,spanish
word,solo,seul,,spanish
word,juntos,ensemble,,spanish
word,libre,libre,,spanish
word,ocupado,occupé,,spanish
word,claro,clair,,spanish
word,extraño,étrange,,spanish
word,importante,important,,spanish
word,necesario,nécessaire,,spanish
word,verdadero,vrai,,spanish
word,falso,faux,,spanish
word,ser,être,,spanish
word,estar,être,,spanish
word,tener,avoir,,spanish
word,hacer,faire,,spanish
word,ir,aller,,spanish
word,venir,venir,,spanish
word,ver,voir,,spanish
word,mirar,regarder,,spanish
word,oír,entendre,,spanish
word,escuchar,écouter,,spanish
word,hablar,parler,,spanish
word,decir,dire,,spanish
word,preguntar,demander,,spanish
word,responder,répondre,,spanish
word,saber,savoir,,spanish
word,pensar,penser,,spanish
word,entender,comprendre,,spanish
word,aprender,apprendre,,spanish
word,leer,lire,,spanish
word,escribir,écrire,,spanish
word,dibujar,dessiner,,spanish
word,crear,créer,,spanish
word,tomar,prendre,,spanish
word,dar,donner,,spanish
word,guardar,garder,,spanish
word,salir,sortir,,spanish
word,quedarse,rester,,spanish
word,esperar,attendre,,spanish
word,necesitar,avoir besoin de,,spanish
word,querer,vouloir,,spanish
word,gustar,aimer,,spanish
word,odiar,détester,,spanish
word,intentar,essayer,,spanish
word,elegir,choisir,,spanish
word,encontrar,trouver,,spanish
word,perder,perdre,,spanish
word,abrir,ouvrir,,spanish
word,cerrar,fermer,,spanish
word,empezar,commencer,,spanish
word,terminar,finir,,spanish
word,continuar,continuer,,spanish
word,parar,arrêter,,spanish
word,mover,bouger,,spanish
word,caminar,marcher,,spanish
word,correr,courir,,spanish
word,sentarse,s'asseoir,,spanish
word,dormir,dormir,,spanish
word,despertarse,se réveiller,,spanish
word,comer,manger,,spanish
word,beber,boire,,spanish
word,cocinar,cuisiner,,spanish
word,limpiar,nettoyer,,spanish
word,comprar,acheter,,spanish
word,vender,vendre,,spanish
word,pagar,payer,,spanish
word,trabajar,travailler,,spanish
word,jugar,jouer,,spanish
word,ayudar,aider,,spanish
word,cambiar,changer,,spanish
word,recordar,se souvenir,,spanish
word,olvidar,oublier,,spanish
word,enviar,envoyer,,spanish
word,recibir,recevoir,,spanish
word,construir,construire,,spanish
word,romper,casser,,spanish
word,arreglar,réparer,,spanish
word,comprobar,vérifier,,spanish
word,explicar,expliquer,,spanish
word,comparar,comparer,,spanish
word,decidir,décider,,spanish
word,evitar,éviter,,spanish
word,aceptar,accepter,,spanish
word,rechazar,refuser,,spanish
word,lunes,lundi,,spanish
word,martes,mardi,,spanish
word,miércoles,mercredi,,spanish
word,jueves,jeudi,,spanish
word,viernes,vendredi,,spanish
word,sábado,samedi,,spanish
word,domingo,dimanche,,spanish
word,enero,janvier,,spanish
word,febrero,février,,spanish
word,marzo,mars,,spanish
word,abril,avril,,spanish
word,mayo,mai,,spanish
word,junio,juin,,spanish
word,julio,juillet,,spanish
word,agosto,août,,spanish
word,septiembre,septembre,,spanish
word,octubre,octobre,,spanish
word,noviembre,novembre,,spanish
word,diciembre,décembre,,spanish
word,cero,zéro,,spanish
word,uno,un,,spanish
word,dos,deux,,spanish
word,tres,trois,,spanish
word,cuatro,quatre,,spanish
word,cinco,cinq,,spanish
word,seis,six,,spanish
word,siete,sept,,spanish
word,ocho,huit,,spanish
word,nueve,neuf,,spanish
word,diez,dix,,spanish
word,once,onze,,spanish
word,doce,douze,,spanish
word,veinte,vingt,,spanish
word,treinta,trente,,spanish
word,cien,cent,,spanish
word,mil,mille,,spanish
word,rojo,rouge,,spanish
word,azul,bleu,,spanish
word,verde,vert,,spanish
word,amarillo,jaune,,spanish
word,negro,noir,,spanish
word,blanco,blanc,,spanish
word,gris,gris,,spanish
word,marrón,marron,,spanish
word,rosa,rose,,spanish
word,morado,violet,,spanish
word,perro,chien,,spanish
word,gato,chat,,spanish
word,pájaro,oiseau,,spanish
word,caballo,cheval,,spanish
word,vaca,vache,,spanish
word,oveja,mouton,,spanish
word,cerdo,cochon,,spanish
word,insecto,insecte,,spanish
word,libro grande,le livre grand,,spanish
word,puerta grande,la porte grand,,spanish
word,ventana grande,la fenêtre grand,,spanish
word,mesa grande,la table grand,,spanish
word,silla grande,la chaise grand,,spanish
word,habitación grande,la pièce grand,,spanish
word,calle grande,la rue grand,,spanish
word,ciudad grande,la ville grand,,spanish
word,casa grande,la maison grand,,spanish
word,jardín grande,le jardin grand,,spanish
word,cámara grande,l' appareil photo grand,,spanish
word,teléfono grande,le téléphone grand,,spanish
word,idea grande,l' idée grand,,spanish
word,pregunta grande,la question grand,,spanish
word,problema grande,le problème grand,,spanish
word,solución grande,la solution grand,,spanish
word,mensaje grande,le message grand,,spanish
word,foto grande,la photo grand,,spanish
word,tarea grande,la tâche grand,,spanish
word,proyecto grande,le projet grand,,spanish
word,trabajo grande,le travail grand,,spanish
word,comida grande,le repas grand,,spanish
word,café grande,le café grand,,spanish
word,agua grande,l' eau grand,,spanish
word,música grande,la musique grand,,spanish
word,película grande,le film grand,,spanish
word,historia grande,l' histoire grand,,spanish
word,día grande,le jour grand,,spanish
word,noche grande,la nuit grand,,spanish
word,libro pequeño,le livre petit,,spanish
word,puerta pequeño,la porte petit,,spanish
word,ventana pequeño,la fenêtre petit,,spanish
word,mesa pequeño,la table petit,,spanish
word,silla pequeño,la chaise petit,,spanish
word,habitación pequeño,la pièce petit,,spanish
word,calle pequeño,la rue petit,,spanish
word,ciudad pequeño,la ville petit,,spanish
word,casa pequeño,la maison petit,,spanish
word,jardín pequeño,le jardin petit,,spanish
word,cámara pequeño,l' appareil photo petit,,spanish
word,teléfono pequeño,le téléphone petit,,spanish
word,idea pequeño,l' idée petit,,spanish
word,pregunta pequeño,la question petit,,spanish
word,problema pequeño,le problème petit,,spanish
word,solución pequeño,la solution petit,,spanish
word,mensaje pequeño,le message petit,,spanish
word,foto pequeño,la photo petit,,spanish
word,tarea pequeño,la tâche petit,,spanish
word,proyecto pequeño,le projet petit,,spanish
word,trabajo pequeño,le travail petit,,spanish
word,comida pequeño,le repas petit,,spanish
word,café pequeño,le café petit,,spanish
word,agua pequeño,l' eau petit,,spanish
word,música pequeño,la musique petit,,spanish
word,película pequeño,le film petit,,spanish
word,historia pequeño,l' histoire petit,,spanish
word,día pequeño,le jour petit,,spanish
word,noche pequeño,la nuit petit,,spanish
word,libro nuevo,le livre nouveau,,spanish
word,puerta nuevo,la porte nouveau,,spanish
word,ventana nuevo,la fenêtre nouveau,,spanish
word,mesa nuevo,la table nouveau,,spanish
word,silla nuevo,la chaise nouveau,,spanish
word,habitación nuevo,la pièce nouveau,,spanish
word,calle nuevo,la rue nouveau,,spanish
word,ciudad nuevo,la ville nouveau,,spanish
word,casa nuevo,la maison nouveau,,spanish
word,jardín nuevo,le jardin nouveau,,spanish
word,cámara nuevo,l' appareil photo nouveau,,spanish
word,teléfono nuevo,le téléphone nouveau,,spanish
word,idea nuevo,l' idée nouveau,,spanish
word,pregunta nuevo,la question nouveau,,spanish
word,problema nuevo,le problème nouveau,,spanish
word,solución nuevo,la solution nouveau,,spanish
word,mensaje nuevo,le message nouveau,,spanish
word,foto nuevo,la photo nouveau,,spanish
word,tarea nuevo,la tâche nouveau,,spanish
word,proyecto nuevo,le projet nouveau,,spanish
word,trabajo nuevo,le travail nouveau,,spanish
word,comida nuevo,le repas nouveau,,spanish
word,café nuevo,le café nouveau,,spanish
word,agua nuevo,l' eau nouveau,,spanish
word,música nuevo,la musique nouveau,,spanish
word,película nuevo,le film nouveau,,spanish
word,historia nuevo,l' histoire nouveau,,spanish
word,día nuevo,le jour nouveau,,spanish
word,noche nuevo,la nuit nouveau,,spanish
word,libro viejo,le livre vieux,,spanish
word,puerta viejo,la porte vieux,,spanish
word,ventana viejo,la fenêtre vieux,,spanish
word,mesa viejo,la table vieux,,spanish
word,silla viejo,la chaise vieux,,spanish
word,habitación viejo,la pièce vieux,,spanish
word,calle viejo,la rue vieux,,spanish
word,ciudad viejo,la ville vieux,,spanish
word,casa viejo,la maison vieux,,spanish
word,jardín viejo,le jardin vieux,,spanish
word,cámara viejo,l' appareil photo vieux,,spanish
word,teléfono viejo,le téléphone vieux,,spanish
word,idea viejo,l' idée vieux,,spanish
word,pregunta viejo,la question vieux,,spanish
word,problema viejo,le problème vieux,,spanish
word,solución viejo,la solution vieux,,spanish
word,mensaje viejo,le message vieux,,spanish
word,foto viejo,la photo vieux,,spanish
word,tarea viejo,la tâche vieux,,spanish
word,proyecto viejo,le projet vieux,,spanish
word,trabajo viejo,le travail vieux,,spanish
word,comida viejo,le repas vieux,,spanish
word,café viejo,le café vieux,,spanish
word,agua viejo,l' eau vieux,,spanish
word,música viejo,la musique vieux,,spanish
word,película viejo,le film vieux,,spanish
word,historia viejo,l' histoire vieux,,spanish
word,día viejo,le jour vieux,,spanish
word,noche viejo,la nuit vieux,,spanish
word,libro rojo,le livre rouge,,spanish
word,puerta rojo,la porte rouge,,spanish
word,ventana rojo,la fenêtre rouge,,spanish
word,mesa rojo,la table rouge,,spanish
word,silla rojo,la chaise rouge,,spanish
word,habitación rojo,la pièce rouge,,spanish
word,calle rojo,la rue rouge,,spanish
word,ciudad rojo,la ville rouge,,spanish
word,casa rojo,la maison rouge,,spanish
word,jardín rojo,le jardin rouge,,spanish
word,cámara rojo,l' appareil photo rouge,,spanish
word,teléfono rojo,le téléphone rouge,,spanish
word,idea rojo,l' idée rouge,,spanish
word,pregunta rojo,la question rouge,,spanish
word,problema rojo,le problème rouge,,spanish
word,solución rojo,la solution rouge,,spanish
word,mensaje rojo,le message rouge,,spanish
word,foto rojo,la photo rouge,,spanish
word,tarea rojo,la tâche rouge,,spanish
word,proyecto rojo,le projet rouge,,spanish
word,trabajo rojo,le travail rouge,,spanish
word,comida rojo,le repas rouge,,spanish
word,café rojo,le café rouge,,spanish
word,agua rojo,l' eau rouge,,spanish
word,música rojo,la musique rouge,,spanish
word,película rojo,le film rouge,,spanish
word,historia rojo,l' histoire rouge,,spanish
word,día rojo,le jour rouge,,spanish
word,noche rojo,la nuit rouge,,spanish
word,libro azul,le livre bleu,,spanish
word,puerta azul,la porte bleu,,spanish
word,ventana azul,la fenêtre bleu,,spanish
word,mesa azul,la table bleu,,spanish
word,silla azul,la chaise bleu,,spanish
word,habitación azul,la pièce bleu,,spanish
word,calle azul,la rue bleu,,spanish
word,ciudad azul,la ville bleu,,spanish
word,casa azul,la maison bleu,,spanish
word,jardín azul,le jardin bleu,,spanish
word,cámara azul,l' appareil photo bleu,,spanish
word,teléfono azul,le téléphone bleu,,spanish
word,idea azul,l' idée bleu,,spanish
word,pregunta azul,la question bleu,,spanish
word,problema azul,le problème bleu,,spanish
word,solución azul,la solution bleu,,spanish
word,mensaje azul,le message bleu,,spanish
word,foto azul,la photo bleu,,spanish
word,tarea azul,la tâche bleu,,spanish
word,proyecto azul,le projet bleu,,spanish
word,trabajo azul,le travail bleu,,spanish
word,comida azul,le repas bleu,,spanish
word,café azul,le café bleu,,spanish
word,agua azul,l' eau bleu,,spanish
word,música azul,la musique bleu,,spanish
word,película azul,le film bleu,,spanish
word,historia azul,l' histoire bleu,,spanish
word,día azul,le jour bleu,,spanish
word,noche azul,la nuit bleu,,spanish
word,libro verde,le livre vert,,spanish
word,puerta verde,la porte vert,,spanish
word,ventana verde,la fenêtre vert,,spanish
word,mesa verde,la table vert,,spanish
word,silla verde,la chaise vert,,spanish
word,habitación verde,la pièce vert,,spanish
word,calle verde,la rue vert,,spanish
word,ciudad verde,la ville vert,,spanish
word,casa verde,la maison vert,,spanish
word,jardín verde,le jardin vert,,spanish
word,cámara verde,l' appareil photo vert,,spanish
word,teléfono verde,le téléphone vert,,spanish
word,idea verde,l' idée vert,,spanish
word,pregunta verde,la question vert,,spanish
word,problema verde,le problème vert,,spanish
word,solución verde,la solution vert,,spanish
word,mensaje verde,le message vert,,spanish
word,foto verde,la photo vert,,spanish
word,tarea verde,la tâche vert,,spanish
word,proyecto verde,le projet vert,,spanish
word,trabajo verde,le travail vert,,spanish
word,comida verde,le repas vert,,spanish
word,café verde,le café vert,,spanish
word,agua verde,l' eau vert,,spanish
word,música verde,la musique vert,,spanish
word,película verde,le film vert,,spanish
word,historia verde,l' histoire vert,,spanish
word,día verde,le jour vert,,spanish
word,noche verde,la nuit vert,,spanish
word,libro brillante,le livre lumineux,,spanish
word,puerta brillante,la porte lumineux,,spanish
word,ventana brillante,la fenêtre lumineux,,spanish
word,mesa brillante,la table lumineux,,spanish
word,silla brillante,la chaise lumineux,,spanish
